,addressee,dialogue_act,dialogue_num,doc,emitter,global_id,games,original_turn_number,span_end,subdoc,superdoc_num,surface_act,text,turn_id,type,parent_schema_id,schema_composition,incoming_relation_id,relation_type
139,Tomm,Other,6,pilot01,Dave,pilot01_02_stac_1341434906,1,112,2613,2,6,Assertion,ah,93,Segment,0,0,pilot01_02_asoubeille_1350569750703,Acknowledgement
140,Dave,Other,6,pilot01,Tomm,pilot01_02_stac_1341444906,1,113,2632,2,6,Assertion,"yeah,",94,Segment,0,0,pilot01_02_asoubeille_1340980196203,Acknowledgement
141,Dave,Other,6,pilot01,Tomm,pilot01_02_stac_1341444907,1,113,2661,2,6,Assertion,so 8 won't get you wheat now,94,Segment,0,0,pilot01_02_asoubeille_1350569800500,Explanation
142,Dave,Other,7,pilot01,Tomm,pilot01_02_stacutil_1400287436,1,116,2718,2,6,Assertion,I wasn't expected to roll 7 to be honest :p,95,Segment,0,0,0,0
143,Tomm,Other,7,pilot01,Dave,pilot01_02_stac_1341484906,1,117,2768,2,6,Question,I thought you got to move the robber,96,Segment,pilot01_02_asoubeille_1340980368718,EDU,0,0
144,Tomm,Other,7,pilot01,Dave,pilot01_02_stac_1341484907,1,117,2794,2,6,Question,because you played a car?,96,Segment,pilot01_02_asoubeille_1340980368718,EDU,pilot01_02_asoubeille_1340980289000,Explanation
145,Tomm,Other,7,pilot01,Dave,pilot01_02_stac_1341494906,1,118,2813,2,6,Assertion,*card,97,Segment,pilot01_02_asoubeille_1340980368718,EDU,pilot01_02_asoubeille_1340980403687,Correction
146,All,Offer,7,pilot01,rennoc1,pilot01_02_stac_1341504906,1,119,2861,2,6,Request,any got any wood they can trade,98,Segment,0,0,pilot01_02_nasher_1428408959226,Continuation
147,rennoc1,Refusal,7,pilot01,Dave,pilot01_02_stac_1341514906,1,120,2879,2,6,Assertion,Nope,99,Segment,0,0,pilot01_02_asoubeille_1340980450125,Question_answer_pair
148,Dave,Other,7,pilot01,Tomm,pilot01_02_stac_1341524906,1,121,2911,2,6,Assertion,"I played the card,",100,Segment,pilot01_02_asoubeille_1340980513625,EDU,0,0
149,Dave,Other,7,pilot01,Tomm,pilot01_02_stac_1341524907,1,121,2928,2,6,Assertion,moved the robber,100,Segment,pilot01_02_asoubeille_1340980513625,EDU,pilot01_02_asoubeille_1340980485421,Narration
150,Dave,Other,7,pilot01,Tomm,pilot01_02_stac_1341524908,1,121,2956,2,6,Assertion,and THEN rolled a 7 as well,100,Segment,pilot01_02_asoubeille_1340980513625,EDU,pilot01_02_asoubeille_1340980497953,Narration
151,Dave,Other,7,pilot01,Tomm,pilot01_02_stac_1341534906,1,122,2990,2,6,Assertion,so I moved him twice,101,Segment,0,0,pilot01_02_asoubeille_1340980525484,Result
152,Tomm,Other,7,pilot01,Dave,pilot01_02_stac_1341544906,1,123,3007,2,6,Assertion,aah,102,Segment,0,0,pilot01_02_asoubeille_1340980542500,Acknowledgement
153,Tomm,Other,7,pilot01,Dave,pilot01_02_stac_1341554906,1,124,3031,2,6,Assertion,that sucks,103,Segment,0,0,pilot01_02_asoubeille_1340980553484,Comment
154,rennoc1,Refusal,7,pilot01,Tomm,pilot01_02_stac_1341564906,1,125,3065,2,6,Assertion,"and I've only got 1,",104,Segment,0,0,pilot01_02_asoubeille_1340980576328,Question_answer_pair
155,rennoc1,Refusal,7,pilot01,Tomm,pilot01_02_stac_1341564906,1,125,3065,2,6,Assertion,"and I've only got 1,",104,Segment,0,0,pilot01_02_nasher_1428409185756,Parallel
156,rennoc1,Other,7,pilot01,Tomm,pilot01_02_stac_1341564907,1,125,3072,2,6,Assertion,sorry.,104,Segment,0,0,pilot01_02_asoubeille_1340980602187,Comment
157,Tomm,Other,7,pilot01,rennoc1,pilot01_02_stac_1341574906,1,126,3091,2,6,Assertion,ok,105,Segment,0,0,pilot01_02_asoubeille_1340980617437,Acknowledgement
158,All,Offer,8,pilot01,Dave,pilot01_03_stac_1340734909,1,129,30,3,7,Request,anyone need ore?,106,Segment,0,0,0,0
159,Dave,Accept,8,pilot01,rennoc1,pilot01_03_stac_1340744909,1,130,50,3,7,Assertion,yep,107,Segment,0,0,pilot01_03_asoubeille_1341057797656,Question_answer_pair
160,All,Offer,8,pilot01,Dave,pilot01_03_stac_1340754909,1,131,99,3,7,Request,willing to trade for clay and sheep,108,Segment,0,0,pilot01_03_asoubeille_1341057817578,Elaboration
161,Dave,Counteroffer,8,pilot01,Tomm,pilot01_03_stac_1340764909,1,132,122,3,7,Question,what for?,109,Segment,0,0,pilot01_03_asoubeille_1341057961312,Q_Elab
162,Dave,Accept,8,pilot01,rennoc1,pilot01_03_stac_1340774909,1,133,153,3,7,Assertion,got some clay.,110,Segment,0,0,pilot01_03_asoubeille_1341057980734,Question_answer_pair
163,rennoc1,Offer,8,pilot01,Dave,pilot01_03_stac_1340784909,1,134,184,3,7,Request,1 ore for 1 clay?,111,Segment,0,0,pilot01_03_asoubeille_1341058007906,Elaboration
164,Dave,Accept,8,pilot01,rennoc1,pilot01_03_stac_1340794909,1,135,203,3,7,Assertion,ok,112,Segment,0,0,pilot01_03_asoubeille_1341058022890,Question_answer_pair
165,All,Offer,9,pilot01,Tomm,pilot01_03_stac_1340844909,1,140,223,3,8,Request,Sheep!,113,Segment,0,0,0,0
166,All,Other,9,pilot01,Dave,pilot01_03_stac_1340854909,1,141,239,3,8,Assertion,uh,114,Segment,0,0,pilot01_03_asoubeille_1341058639515,Comment
167,All,Other,9,pilot01,Dave,pilot01_03_stac_1340874909,1,143,273,3,8,Question,should we add time>?,115,Segment,0,0,pilot01_03_asoubeille_1341058959203,Elaboration
168,Dave,Other,9,pilot01,Markus,pilot01_03_stac_1454688197,1,143.1,295,3,8,Assertion,"Yes,",116,Segment,0,0,pilot01_03_asoubeille_1341058693890,Question_answer_pair
169,Dave,Other,9,pilot01,Markus,pilot01_03_stac_1454688198,1,143.1,302,3,8,Assertion,sorry.,116,Segment,0,0,pilot01_03_nasher_1458745783098,Comment
170,All,Other,9,pilot01,rennoc1,pilot01_03_stac_1340884909,1,144,326,3,8,Assertion,ADDTIME,117,Segment,0,0,pilot01_03_nasher_1458745802146,Result
171,All,Other,9,pilot01,Dave,pilot01_03_stac_1340894909,1,145,349,3,8,Assertion,*ADDTIME*,118,Segment,0,0,pilot01_03_asoubeille_1341058709187,Correction
172,All,Offer,9,pilot01,Tomm,pilot01_03_stac_1340904909,1,146,369,3,8,Request,Wheat?,119,Segment,pilot01_03_nasher_1374562270097,EDU,0,0
173,All,Offer,9,pilot01,Tomm,pilot01_03_stac_1340904910,1,146,376,3,8,Request,Sheep?,119,Segment,pilot01_03_nasher_1374562270097,EDU,pilot01_03_asoubeille_1341059036593,Continuation
174,All,Offer,9,pilot01,Tomm,pilot01_03_stac_1340914909,1,147,403,3,8,Request,Anyone needy?,120,Segment,pilot01_03_asoubeille_1350570919500,EDU,pilot01_03_nasher_1374562358337,Elaboration
175,Tomm,Other,9,pilot01,Dave,pilot01_03_stac_1340924909,1,148,430,3,8,Assertion,"I need sheep,",121,Segment,pilot01_03_nasher_1374563699456,EDU,0,0
176,Tomm,Refusal,9,pilot01,Dave,pilot01_03_stac_1340924910,1,148,459,3,8,Assertion,"but I have nothing to trade,",121,Segment,pilot01_03_nasher_1374563699456,EDU,pilot01_03_asoubeille_1341059134671,Contrast
177,All,Other,9,pilot01,Dave,pilot01_03_stac_1340924911,1,148,494,3,8,Assertion,possibly when my turn rolls around,121,Segment,pilot01_03_asoubeille_1350571001953,EDU,0,0
178,All,Other,9,pilot01,Dave,pilot01_03_stac_1340924912,1,148,514,3,8,Assertion,I'll have something,121,Segment,pilot01_03_asoubeille_1350571001953,EDU,pilot01_03_nasher_1428411091254,Conditional
179,Tomm,Other,9,pilot01,rennoc1,pilot01_03_stac_1340934909,1,149,536,3,8,Assertion,"yeah,",122,Segment,pilot01_03_asoubeille_1350571158421,EDU,0,0
180,All,Refusal,9,pilot01,rennoc1,pilot01_03_stac_1340934910,1,149,555,3,8,Assertion,ive nothing either,122,Segment,pilot01_03_asoubeille_1350571158421,EDU,pilot01_03_asoubeille_1341059548578,Explanation
181,All,Other,10,pilot01,Dave,pilot01_03_stac_1340964909,1,152,571,3,8,Assertion,Ok,123,Segment,pilot01_03_asoubeille_1350571399718,EDU,0,0
182,Tomm,Offer,10,pilot01,Dave,pilot01_03_stac_1340964910,1,152,604,3,8,Request,"now I can trade you ore or wood,",123,Segment,pilot01_03_asoubeille_1350571399718,EDU,pilot01_03_kowey_1397223408825,Continuation
183,Tomm,Offer,10,pilot01,Dave,pilot01_03_stac_1340964911,1,152,617,3,8,Request,need either?,123,Segment,pilot01_03_asoubeille_1350571399718,EDU,pilot01_03_asoubeille_1341070880031,Q_Elab
184,Dave,Other,10,pilot01,Tomm,pilot01_03_stacutil_1400287437,1,153,673,3,8,Assertion,Well looks like you have stuff now Dave :P,124,Segment,0,0,pilot01_03_asoubeille_1341070906250,Comment
185,Dave,Accept,10,pilot01,Tomm,pilot01_03_stac_1340984909,1,154,705,3,8,Assertion,Ore would be good.,125,Segment,0,0,pilot01_03_asoubeille_1350571499796,Question_answer_pair
186,Tomm,Offer,10,pilot01,Dave,pilot01_03_stac_1340994909,1,155,742,3,8,Assertion,1 ore for 1 sheep it is,126,Segment,0,0,pilot01_03_asoubeille_1341071132812,Result
187,Dave,Counteroffer,10,pilot01,rennoc1,pilot01_03_stac_1341004909,1,156,785,3,8,Question,can I have some wood dave?,127,Segment,0,0,pilot01_03_asoubeille_1350571565078,Q_Elab
188,rennoc1,Counteroffer,10,pilot01,Dave,pilot01_03_stac_1341014909,1,157,826,3,8,Question,what have you got to trade?,128,Segment,0,0,pilot01_03_asoubeille_1341071236140,Q_Elab
189,Dave,Counteroffer,10,pilot01,rennoc1,pilot01_03_stac_1341024909,1,158,848,3,8,Assertion,sheep,129,Segment,0,0,pilot01_03_asoubeille_1341071269046,Question_answer_pair
190,rennoc1,Accept,10,pilot01,Dave,pilot01_03_stac_1341034909,1,159,889,3,8,Assertion,I guess I can use two sheep,130,Segment,0,0,pilot01_03_asoubeille_1341071374156,Acknowledgement
191,rennoc1,Accept,10,pilot01,Dave,pilot01_03_stac_1341044909,1,160,908,3,8,Assertion,"yeah,",131,Segment,pilot01_03_asoubeille_1350572036078,EDU,0,0
192,rennoc1,Other,10,pilot01,Dave,pilot01_03_stac_1341044910,1,160,917,3,8,Assertion,go ahead,131,Segment,pilot01_03_asoubeille_1350572036078,EDU,pilot01_03_asoubeille_1341071399546,Continuation
193,Dave,Other,10,pilot01,rennoc1,pilot01_03_stac_1341054909,1,161,955,3,8,Assertion,i only have one sheep,132,Segment,0,0,pilot01_03_asoubeille_1341071443250,Contrast
194,Dave,Other,10,pilot01,Tomm,pilot01_03_stac_1341064909,1,162,1018,3,8,Assertion,well you have no way of getting them yourself yet,133,Segment,0,0,pilot01_03_asoubeille_1341072069781,Comment
195,Tomm,Other,10,pilot01,Dave,pilot01_03_stac_1341074909,1,163,1036,3,8,Assertion,true,134,Segment,0,0,pilot01_03_asoubeille_1341071575109,Acknowledgement
196,rennoc1,Other,10,pilot01,Dave,pilot01_03_stac_1341084909,1,164,1055,3,8,Assertion,"yeah,",135,Segment,pilot01_03_asoubeille_1350571868750,EDU,0,0
197,rennoc1,Other,10,pilot01,Dave,pilot01_03_stac_1341084910,1,164,1089,3,8,Assertion,i mean I'll still trade with tomm,135,Segment,pilot01_03_asoubeille_1350571868750,EDU,pilot01_03_asoubeille_1341071646140,Explanation
198,rennoc1,Other,10,pilot01,Dave,pilot01_03_stac_1341084911,1,164,1106,3,8,Assertion,after this trade,135,Segment,pilot01_03_asoubeille_1350571868750,EDU,pilot01_03_asoubeille_1341071664718,Background
199,All,Other,10,pilot01,Dave,pilot01_03_stac_1341104909,1,166,1132,3,8,Assertion,wrong person,136,Segment,0,0,pilot01_03_asoubeille_1350572108421,Correction
200,All,Other,10,pilot01,rennoc1,pilot01_03_stac_1341114909,1,167,1154,3,8,Assertion,...oh,137,Segment,0,0,pilot01_03_asoubeille_1350572158984,Acknowledgement
201,?,Other,10,pilot01,Tomm,pilot01_03_stac_1341124909,1,168,1193,3,8,Assertion,little colour ticky boxes,138,Segment,pilot01_03_asoubeille_1341073009343,EDU,0,0
202,?,Other,10,pilot01,Tomm,pilot01_03_stac_1341134909,1,169,1227,3,8,Assertion,"Really easy to miss,",139,Segment,pilot01_03_asoubeille_1341073009343,EDU,pilot01_03_asoubeille_1341072803718,Elaboration
203,?,Other,10,pilot01,Tomm,pilot01_03_stac_1341134910,1,169,1243,3,8,Assertion,I did that too.,139,Segment,pilot01_03_asoubeille_1341073009343,EDU,pilot01_03_asoubeille_1341072824078,Result
204,Dave,Other,10,pilot01,rennoc1,pilot01_03_stacutil_1400287438,1,172,1275,3,8,Assertion,"cool, thanks :)",140,Segment,0,0,pilot01_03_asoubeille_1350572358062,Acknowledgement
205,rennoc1,Other,10,pilot01,Dave,pilot01_03_stac_1341174909,1,173,1291,3,8,Assertion,np,141,Segment,0,0,pilot01_03_asoubeille_1341073294828,Comment
206,?,Other,11,pilot01,Dave,pilot01_03_stac_1341204909,1,176,1307,3,9,Assertion,um,142,Segment,0,0,0,0
207,Dave,Other,11,pilot01,Tomm,pilot01_03_stac_1341214909,1,177,1332,3,9,Assertion,pouty face.,143,Segment,0,0,pilot01_03_asoubeille_1341073342953,Comment
208,Tomm,Offer,11,pilot01,Dave,pilot01_03_stac_1341224909,1,178,1366,3,9,Question,Still want to trade?,144,Segment,0,0,pilot01_03_asoubeille_1341073357343,Q_Elab
209,Dave,Accept,11,pilot01,Tomm,pilot01_03_nasher_1374671998000,1,179,1384,3,9,Question,"Yes,",145,Segment,0,0,pilot01_03_nasher_1374672020139,Question_answer_pair
210,Dave,Accept,11,pilot01,Tomm,pilot01_03_nasher_1374672006187,1,179,1406,3,9,Question,do you still want to?,145,Segment,0,0,pilot01_03_jhunter_1454927104633,Continuation
211,Dave,Accept,11,pilot01,Tomm,pilot01_03_nasher_1374672006187,1,179,1406,3,9,Question,do you still want to?,145,Segment,0,0,pilot01_03_jhunter_1454927116923,Q_Elab
212,Tomm,Other,11,pilot01,Dave,pilot01_03_stac_1341244909,1,180,1434,3,9,Assertion,Only chose you,146,Segment,pilot01_03_asoubeille_1350572594218,EDU,0,0
213,Tomm,Other,11,pilot01,Dave,pilot01_03_stac_1341244910,1,180,1477,3,9,Assertion,becasue you have three times the resources,146,Segment,pilot01_03_asoubeille_1350572594218,EDU,pilot01_03_asoubeille_1341073401937,Explanation
214,Tomm,Accept,11,pilot01,Dave,pilot01_03_stac_1341254909,1,181,1500,3,9,Assertion,"and yeah,",147,Segment,0,0,pilot01_03_nasher_1374672342006,Question_answer_pair
215,Tomm,Accept,11,pilot01,Dave,pilot01_03_stac_1341254909,1,181,1500,3,9,Assertion,"and yeah,",147,Segment,0,0,pilot01_03_nasher_1428412601617,Continuation
216,Tomm,Accept,11,pilot01,Dave,pilot01_03_stac_1341254910,1,181,1505,3,9,Assertion,sure,147,Segment,0,0,pilot01_03_asoubeille_1341073648375,Elaboration
217,Tomm,Other,11,pilot01,Dave,pilot01_03_stac_1341264909,1,182,1523,3,9,Assertion,uuuh,148,Segment,pilot01_03_asoubeille_1341074337046,EDU,0,0
218,Dave,Other,11,pilot01,Tomm,pilot01_03_stac_1341274909,1,183,1551,3,9,Assertion,on you go then,149,Segment,0,0,pilot01_03_asoubeille_1350572776203,Acknowledgement
219,Tomm,Offer,11,pilot01,Dave,pilot01_03_stac_1341284909,1,184,1592,3,9,Please choose...,"actually, instead of sheep,",150,Segment,pilot01_03_asoubeille_1341074337046,EDU,pilot01_03_nasher_1428412858402,Continuation
220,Tomm,Offer,11,pilot01,Dave,pilot01_03_stac_1341284910,1,184,1622,3,9,Request,do you have any wood or clay?,150,Segment,pilot01_03_asoubeille_1341074337046,EDU,pilot01_03_asoubeille_1341074324171,Continuation
221,Dave,Refusal,11,pilot01,Tomm,pilot01_03_stac_1341294909,1,185,1650,3,9,Assertion,"Ah, 'fraid not",151,Segment,0,0,pilot01_03_asoubeille_1341074346796,Question_answer_pair
222,"Dave, Tomm",Other,11,pilot01,Dave,pilot01_03_stac_1341304909,1,186,1667,3,9,Assertion,hmm,152,Segment,0,0,pilot01_03_asoubeille_1341074427265,Acknowledgement
223,Dave,Other,11,pilot01,Tomm,pilot01_03_stac_1341314909,1,187,1704,3,9,Assertion,Until someone rolls a 4,153,Segment,0,0,pilot01_03_nasher_1374672539162,Background
224,rennoc1,Offer,11,pilot01,Dave,pilot01_03_stac_1341324909,1,188,1725,3,9,Request,rennoc?,154,Segment,0,0,pilot01_03_asoubeille_1341074601765,Q_Elab
225,Dave,Refusal,11,pilot01,rennoc1,pilot01_03_stac_1341334909,1,189,1763,3,9,Assertion,nope dont have either,155,Segment,0,0,pilot01_03_asoubeille_1341074644281,Question_answer_pair
226,All,Other,11,pilot01,Dave,pilot01_03_stac_1341344909,1,190,1829,3,9,Assertion,"I'm actually going to hold off on the trade for now,",156,Segment,0,0,pilot01_03_asoubeille_1341074697890,Correction
227,All,Other,11,pilot01,Dave,pilot01_03_stac_1341344909,1,190,1829,3,9,Assertion,"I'm actually going to hold off on the trade for now,",156,Segment,0,0,pilot01_03_nasher_1454926429728,Result
228,All,Other,11,pilot01,Dave,pilot01_03_stac_1341344909,1,190,1829,3,9,Assertion,"I'm actually going to hold off on the trade for now,",156,Segment,0,0,pilot01_03_nasher_1454926443384,Result
229,All,Other,11,pilot01,Dave,pilot01_03_stac_1341344909,1,190,1829,3,9,Assertion,"I'm actually going to hold off on the trade for now,",156,Segment,0,0,pilot01_03_nasher_1454926545646,Correction
230,All,Other,11,pilot01,Dave,pilot01_03_stac_1341344910,1,190,1835,3,9,Assertion,sorry,156,Segment,0,0,pilot01_03_asoubeille_1341074743515,Comment
231,Dave,Other,11,pilot01,Tomm,pilot01_03_stac_1341354909,1,191,1861,3,9,Assertion,"Fair enough,",157,Segment,0,0,pilot01_03_asoubeille_1341074938625,Acknowledgement
232,Dave,Other,11,pilot01,Tomm,pilot01_03_stac_1341354910,1,191,1880,3,9,Assertion,thought you might!,157,Segment,0,0,pilot01_03_asoubeille_1341074951578,Explanation
233,Dave,Other,11,pilot01,Tomm,pilot01_03_stacutil_1400287439,1,192,1930,3,9,Assertion,You did nick that sheep after all :p,158,Segment,0,0,pilot01_03_asoubeille_1341075011859,Comment
234,Tomm,Other,11,pilot01,Dave,pilot01_03_stac_1341374909,1,193,1980,3,9,Assertion,"well, it was revenge for earlier ^_^",159,Segment,0,0,pilot01_03_asoubeille_1341075054718,Explanation
235,Dave,Other,11,pilot01,Tomm,pilot01_03_stac_1341384909,1,194,2028,3,9,Assertion,Which was revenge for you earlier.,160,Segment,0,0,pilot01_03_asoubeille_1341075125843,Explanation
236,Dave,Other,11,pilot01,Tomm,pilot01_03_stacutil_1400287440,1,194,2059,3,9,Assertion,"Ah, how this game goes back :p",160,Segment,0,0,pilot01_03_asoubeille_1341075137515,Comment
237,Dave,Other,11,pilot01,Tomm,pilot01_03_stac_1341394909,1,195,2102,3,9,Assertion,"Just gimmie the virtual dice,",161,Segment,0,0,pilot01_03_asoubeille_1341075238437,Narration
238,?,Other,11,pilot01,Tomm,pilot01_03_stac_1341394910,1,195,2107,3,9,Assertion,hehe,161,Segment,0,0,pilot01_03_asoubeille_1341075283500,Comment
239,Tomm,Other,11,pilot01,Dave,pilot01_03_stac_1341404909,1,196,2185,3,9,Assertion,I'm guessing there's no point in putting a city next to a desert,162,Segment,0,0,pilot01_03_asoubeille_1350573593171,Continuation
240,Dave,Other,11,pilot01,Tomm,pilot01_03_stac_1341414909,1,197,2202,3,9,Assertion,Not,163,Segment,0,0,pilot01_03_asoubeille_1341075306906,Acknowledgement
241,Dave,Other,11,pilot01,Tomm,pilot01_03_stac_1341414910,1,197,2252,3,9,Assertion,unless the other hexes are very likely to come up,163,Segment,0,0,pilot01_03_asoubeille_1350573471625,Explanation
242,?,Other,11,pilot01,Dave,pilot01_03_stac_1341434909,1,199,2268,3,9,Assertion,:/,164,Segment,0,0,pilot01_03_asoubeille_1341075666312,Comment
243,All,Other,12,pilot01,Tomm,pilot01_03_stac_1341454909,1,201,2284,3,9,Assertion,7!,165,Segment,0,0,0,0
244,All,Other,12,pilot01,Dave,pilot01_03_stac_1341464909,1,202,2347,3,9,Assertion,I've laid out my things at the start really badly,166,Segment,0,0,pilot01_03_nasher_1374672800507,Comment
245,All,Other,12,pilot01,Dave,pilot01_03_stac_1341474909,1,203,2363,3,9,Assertion,:D,167,Segment,0,0,pilot01_03_asoubeille_1341075745859,Comment
246,rennoc1,Other,12,pilot01,Tomm,pilot01_03_stac_1341484909,1,204,2390,3,9,Assertion,"Sorry Rennoc,",168,Segment,pilot01_03_asoubeille_1341075840859,EDU,0,0
247,rennoc1,Other,12,pilot01,Tomm,pilot01_03_stac_1341484910,1,204,2408,3,9,Assertion,wanted your goods,168,Segment,pilot01_03_asoubeille_1341075840859,EDU,pilot01_03_nasher_1428413790108,Explanation
248,Tomm,Other,12,pilot01,rennoc1,pilot01_03_stac_1341494909,1,205,2448,3,9,Assertion,aargh! my precious ores,169,Segment,0,0,pilot01_03_asoubeille_1341075851031,Comment
249,All,Other,12,pilot01,Tomm,pilot01_03_stac_1341504909,1,206,2471,3,9,Assertion,Delicious,170,Segment,0,0,pilot01_03_asoubeille_1341075890000,Comment
250,Dave,Other,12,pilot01,Tomm,pilot01_03_stac_1338396552,1,210,2500,3,9,Assertion,"It's okay Dave,",171,Segment,pilot01_03_asoubeille_1350581878718,EDU,0,0
251,Dave,Other,12,pilot01,Tomm,pilot01_03_stac_1338396553,1,210,2510,3,9,Assertion,so did I.,171,Segment,pilot01_03_asoubeille_1350581878718,EDU,pilot01_03_asoubeille_1350574884796,Explanation
252,?,Other,13,pilot01,Dave,pilot01_03_stac_1338416552,1,212,2530,3,10,Assertion,really,172,Segment,0,0,0,0
253,?,Other,13,pilot01,Tomm,pilot01_03_stac_1338426552,1,213,2549,3,10,Assertion,oh...,173,Segment,0,0,pilot01_03_nasher_1428414375358,Comment
254,?,Other,13,pilot01,Dave,pilot01_03_stac_1338436552,1,214,2572,3,10,Assertion,reallllly,174,Segment,0,0,pilot01_03_nasher_1458827315529,Elaboration
255,?,Other,13,pilot01,Tomm,pilot01_03_stac_1338446552,1,215,2595,3,10,Assertion,Oh great.,175,Segment,pilot01_03_nasher_1376385776445,EDU,0,0
256,?,Other,13,pilot01,Tomm,pilot01_03_stac_1338446553,1,215,2602,3,10,Assertion,Sheep.,175,Segment,pilot01_03_nasher_1376385776445,EDU,pilot01_03_asoubeille_1350574855703,Elaboration
257,?,Other,13,pilot01,Tomm,pilot01_03_stac_1338446554,1,215,2627,3,10,Assertion,Don't have any of those.,175,Segment,pilot01_03_nasher_1376385859731,EDU,pilot01_03_nasher_1376385811368,Explanation
258,Tomm,Other,13,pilot01,Dave,pilot01_03_stac_1338476552,1,218,2669,3,10,Assertion,that was my favourite sheep!,176,Segment,0,0,pilot01_03_nasher_1376385909907,Comment
259,Dave,Other,13,pilot01,Tomm,pilot01_03_stacutil_1400287441,1,219,2698,3,10,Assertion,Worrying... >.>,177,Segment,0,0,pilot01_03_asoubeille_1350574976031,Comment
260,?,Other,14,pilot01,Tomm,pilot01_03_stac_1338516552,1,222,2718,3,11,Assertion,"Sorry,",178,Segment,0,0,0,0
